RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
*,*,*,678,Western Europe,Female,"[35,45[","[0,3[",153393,2,1,1,193828,0
*,*,*,732,Western Europe,Female,"[45,55[","[6,9[",98792,1,1,0,81492,1
*,*,*,676,Western Europe,Female,"[25,35[","[6,9[",82909,1,1,0,91817,1
*,*,*,744,Western Europe,Female,"[35,45[","[9,12[",147832,1,0,1,24234,0
*,*,*,593,Southern Europe,Female,"[35,45[","[3,6[",88736,2,1,0,67020,0
*,*,*,810,Western Europe,Male,"[55,93[","[3,6[",27288,1,1,1,110510,0
*,*,*,585,Western Europe,Male,"[35,45[","[6,9[",152497,1,1,1,99907,0
*,*,*,814,Western Europe,Male,"[45,55[","[9,12[",136597,1,1,1,185792,0
*,*,*,472,Southern Europe,Male,"[35,45[","[3,6[",0,1,1,0,70154,0
*,*,*,633,Western Europe,Male,"[25,35[","[6,9[",117412,1,0,0,30339,0
*,*,*,811,Western Europe,Male,"[45,55[","[9,12[",180226,1,1,0,13465,1
*,*,*,542,Southern Europe,Male,"[25,35[","[6,9[",108654,1,0,1,144725,0
*,*,*,752,Southern Europe,Male,"[35,45[","[0,3[",0,2,1,1,45571,0
*,*,*,850,Southern Europe,Male,"[25,35[","[0,3[",141040,1,1,1,5978,0
*,*,*,690,Western Europe,Male,"[45,55[","[3,6[",0,1,1,0,12848,1
*,*,*,588,Southern Europe,Female,"[35,45[","[6,9[",0,2,1,1,108739,0
*,*,*,501,Western Europe,Male,"[35,45[","[9,12[",114631,1,0,1,91430,0
*,*,*,629,Western Europe,Male,"[35,45[","[0,3[",121648,2,1,1,64850,1
*,*,*,650,Southern Europe,Female,"[45,55[","[6,9[",129668,1,0,0,42028,0
*,*,*,502,Western Europe,Female,"[35,45[","[0,3[",132003,1,0,1,28205,1
*,*,*,649,Western Europe,Female,"[35,45[","[0,3[",0,2,0,1,75035,0
*,*,*,560,Southern Europe,Female,"[25,35[","[9,12[",0,1,0,1,183358,0
*,*,*,662,Western Europe,Female,"[35,45[","[3,6[",138107,1,0,0,19597,0
*,*,*,606,Western Europe,Male,"[45,55[","[3,6[",132404,1,0,0,36092,1
*,*,*,632,Western Europe,Male,"[55,93[","[0,3[",0,2,0,1,2085,0
*,*,*,608,Western Europe,Female,"[35,45[","[3,6[",126148,1,0,1,132425,1
*,*,*,661,Western Europe,Female,"[35,45[","[3,6[",150726,2,0,1,113657,0
*,*,*,629,Western Europe,Male,"[35,45[","[3,6[",0,4,0,0,117573,1
*,*,*,661,Western Europe,Male,"[35,45[","[0,3[",141137,1,1,0,189743,1
*,*,*,608,Western Europe,Male,"[18,25[","[6,9[",197716,2,1,1,116124,0
*,*,*,723,Western Europe,Female,"[35,45[","[6,9[",142857,2,0,0,38020,0
*,*,*,561,Western Europe,Male,"[25,35[","[6,9[",166825,1,1,0,139452,0
*,*,*,516,Western Europe,Male,"[35,45[","[9,12[",57370,1,1,1,101700,0
*,*,*,850,Southern Europe,Female,"[45,55[","[0,3[",122311,1,1,1,19482,0
*,*,*,494,Western Europe,Male,"[25,35[","[3,6[",85705,1,0,1,27886,0
*,*,*,778,Western Europe,Female,"[25,35[","[9,12[",151773,2,0,0,180250,1
*,*,*,698,Western Europe,Male,"[25,35[","[6,9[",0,2,1,0,111472,0
*,*,*,636,Western Europe,Male,"[35,45[","[3,6[",117559,2,1,1,111573,0
*,*,*,709,Western Europe,Male,"[35,45[","[6,9[",0,2,1,0,56214,0
*,*,*,543,Western Europe,Female,"[55,93[","[0,3[",104309,1,1,1,25650,0
*,*,*,850,Southern Europe,Female,"[45,55[","[3,6[",114348,2,1,1,109089,0
*,*,*,576,Western Europe,Male,"[35,45[","[6,9[",0,2,1,1,48314,0
*,*,*,691,Western Europe,Male,"[55,93[","[3,6[",0,1,0,1,194930,1
*,*,*,541,Western Europe,Male,"[45,55[","[3,6[",124547,2,1,0,94499,0
*,*,*,806,Western Europe,Female,"[55,93[","[0,3[",135296,1,1,0,182822,0
*,*,*,447,Western Europe,Male,"[35,45[","[3,6[",0,4,1,1,197490,1
*,*,*,820,Western Europe,Male,"[35,45[","[9,12[",111337,1,1,0,16770,1
*,*,*,615,Western Europe,Male,"[25,35[","[3,6[",0,2,1,1,6226,0
*,*,*,479,Western Europe,Male,"[18,25[","[6,9[",107638,2,0,1,169506,0
*,*,*,630,Western Europe,Male,"[45,55[","[3,6[",129371,4,1,1,47775,1
*,*,*,701,Western Europe,Male,"[25,35[","[3,6[",102500,1,0,0,106288,0
*,*,*,747,Southern Europe,Male,"[35,45[","[9,12[",0,1,1,0,32431,1
*,*,*,722,Southern Europe,Female,"[45,55[","[3,6[",132089,1,1,1,128262,0
*,*,*,515,Western Europe,Male,"[25,35[","[0,3[",0,2,1,1,136029,0
*,*,*,583,Western Europe,Male,"[35,45[","[6,9[",0,2,0,1,5572,0
*,*,*,710,Western Europe,Male,"[45,55[","[0,3[",0,2,1,1,36155,0
*,*,*,724,Western Europe,Male,"[25,35[","[3,6[",97612,1,1,1,96498,0
*,*,*,796,Western Europe,Male,"[35,45[","[3,6[",86351,2,0,0,105081,0
*,*,*,499,Western Europe,Female,"[55,93[","[0,3[",0,1,0,0,131372,1
*,*,*,850,Southern Europe,Female,"[25,35[","[0,3[",0,2,1,1,197997,0
*,*,*,459,Western Europe,Male,"[45,55[","[3,6[",133995,1,1,1,19287,1
*,*,*,663,Western Europe,Male,"[25,35[","[6,9[",123674,2,1,1,87985,0
*,*,*,686,Western Europe,Male,"[25,35[","[0,3[",57423,1,1,1,79189,0
*,*,*,576,Western Europe,Female,"[55,93[","[6,9[",140273,1,1,1,193135,1
*,*,*,684,Western Europe,Female,"[35,45[","[6,9[",0,2,1,0,131094,0
*,*,*,712,Western Europe,Female,"[45,55[","[3,6[",154776,2,0,0,196258,0
*,*,*,758,Western Europe,Female,"[45,55[","[0,3[",95814,3,1,1,67944,1
*,*,*,680,Western Europe,Male,"[35,45[","[3,6[",0,2,1,0,61241,0
*,*,*,744,Southern Europe,Male,"[25,35[","[0,3[",128065,1,1,0,121525,0
*,*,*,666,Western Europe,Female,"[18,25[","[0,3[",121827,2,1,1,99818,0
*,*,*,597,Western Europe,Female,"[35,45[","[9,12[",106756,2,1,0,151168,0
*,*,*,614,Western Europe,Male,"[45,55[","[3,6[",40686,1,1,1,46775,0
*,*,*,767,Southern Europe,Male,"[35,45[","[6,9[",0,2,1,1,24734,0
*,*,*,742,Western Europe,Female,"[35,45[","[0,3[",129749,2,0,0,47272,1
*,*,*,629,Southern Europe,Male,"[35,45[","[3,6[",0,2,0,0,116748,0
*,*,*,576,Western Europe,Male,"[45,55[","[3,6[",137368,1,1,1,33450,0
*,*,*,826,Western Europe,Female,"[45,55[","[0,3[",0,1,0,0,178710,1
*,*,*,543,Western Europe,Female,"[55,93[","[0,3[",128844,1,1,1,134612,0
*,*,*,563,Southern Europe,Female,"[35,45[","[3,6[",143680,2,1,1,63531,0
*,*,*,582,Western Europe,Male,"[45,55[","[0,3[",148942,1,1,1,116944,0
*,*,*,648,Southern Europe,Male,"[35,45[","[0,3[",98796,2,1,0,89124,0
*,*,*,517,Western Europe,Male,"[55,93[","[0,3[",43773,3,1,0,187756,1
*,*,*,478,Southern Europe,Female,"[35,45[","[3,6[",92363,2,1,0,44913,0
*,*,*,785,Western Europe,Female,"[35,45[","[0,3[",99807,1,0,1,36977,0
*,*,*,848,Western Europe,Female,"[35,45[","[3,6[",148496,1,0,0,158854,0
*,*,*,586,Western Europe,Male,"[55,93[","[6,9[",151934,1,1,0,162960,1
*,*,*,695,Southern Europe,Female,"[35,45[","[6,9[",79858,2,1,1,127978,0
*,*,*,670,Western Europe,Female,"[35,45[","[0,3[",115962,2,0,1,29484,0
*,*,*,569,Southern Europe,Female,"[25,35[","[3,6[",0,1,1,0,133998,0
*,*,*,655,Western Europe,Male,"[35,45[","[3,6[",93147,2,1,0,66214,0
*,*,*,764,Western Europe,Female,"[18,25[","[0,3[",0,2,1,0,88724,0
*,*,*,722,Western Europe,Female,"[35,45[","[0,3[",163944,2,1,1,15068,0
*,*,*,674,Western Europe,Male,"[45,55[","[6,9[",106902,1,1,1,2079,1
*,*,*,650,Western Europe,Male,"[18,25[","[3,6[",93911,2,1,0,69055,0
*,*,*,794,Western Europe,Male,"[35,45[","[6,9[",0,2,1,1,68731,0
*,*,*,592,Western Europe,Male,"[55,93[","[3,6[",0,2,0,1,17014,0
*,*,*,592,Southern Europe,Male,"[35,45[","[3,6[",0,1,1,1,12906,1
*,*,*,574,Western Europe,Female,"[35,45[","[3,6[",141349,1,1,1,100187,0
*,*,*,710,Southern Europe,Female,"[25,35[","[6,9[",0,1,1,0,48427,0
*,*,*,686,Western Europe,Female,"[35,45[","[0,3[",93570,3,0,0,10137,1
*,*,*,718,Western Europe,Female,"[35,45[","[0,3[",167925,1,1,0,43025,0
*,*,*,629,Western Europe,Male,"[35,45[","[6,9[",112331,1,1,1,91001,0
*,*,*,606,Southern Europe,Female,"[45,55[","[6,9[",0,2,1,1,183718,0
*,*,*,837,Western Europe,Female,"[35,45[","[0,3[",0,2,1,1,46395,0
*,*,*,615,Western Europe,Male,"[45,55[","[3,6[",0,2,1,1,164887,0
*,*,*,516,Western Europe,Female,"[35,45[","[6,9[",56228,1,1,0,46858,0
*,*,*,596,Western Europe,Male,"[45,55[","[0,3[",123544,1,1,1,120315,1
*,*,*,833,Western Europe,Female,"[25,35[","[3,6[",144752,1,0,0,166473,0
*,*,*,498,Western Europe,Female,"[35,45[","[3,6[",87541,2,1,1,12577,1
*,*,*,567,Western Europe,Female,"[35,45[","[9,12[",137891,1,1,0,142009,1
*,*,*,518,Western Europe,Female,"[35,45[","[6,9[",141666,1,0,1,192777,0
*,*,*,676,Western Europe,Male,"[25,35[","[3,6[",78990,1,1,1,124777,0
*,*,*,630,Western Europe,Male,"[25,35[","[6,9[",129838,2,0,1,197001,0
*,*,*,529,Western Europe,Female,"[35,45[","[0,3[",0,1,1,0,146389,1
*,*,*,723,Western Europe,Male,"[25,35[","[3,6[",124120,1,1,0,162198,0
*,*,*,731,Western Europe,Male,"[25,35[","[3,6[",0,2,1,1,74945,0
*,*,*,559,Western Europe,Female,"[55,93[","[9,12[",0,1,1,1,122997,0
*,*,*,687,Southern Europe,Female,"[35,45[","[0,3[",0,3,0,0,188151,1
*,*,*,522,Southern Europe,Male,"[25,35[","[3,6[",0,2,1,0,145491,0
*,*,*,792,Western Europe,Male,"[35,45[","[3,6[",115725,2,0,0,1871,0
*,*,*,604,Southern Europe,Male,"[35,45[","[3,6[",0,1,0,0,11820,0
*,*,*,511,Western Europe,Male,"[45,55[","[3,6[",68375,1,1,0,193160,1
*,*,*,602,Western Europe,Female,"[55,93[","[3,6[",0,2,1,1,171261,0
*,*,*,667,Western Europe,Male,"[35,45[","[9,12[",0,2,0,1,58137,0
*,*,*,608,Southern Europe,Female,"[35,45[","[6,9[",0,2,1,1,143463,0
*,*,*,583,Western Europe,Female,"[35,45[","[6,9[",0,2,1,1,27432,0
*,*,*,687,Southern Europe,Female,"[55,93[","[3,6[",0,2,1,1,50268,0
*,*,*,692,Southern Europe,Female,"[35,45[","[6,9[",0,1,0,1,159069,0
*,*,*,780,Western Europe,Male,"[25,35[","[0,3[",0,1,1,1,64804,0
*,*,*,665,Western Europe,Male,"[45,55[","[3,6[",0,1,1,0,116137,1
*,*,*,628,Western Europe,Female,"[45,55[","[6,9[",0,2,1,0,193903,0
*,*,*,850,Western Europe,Female,"[35,45[","[9,12[",0,2,0,0,25329,0
*,*,*,581,Western Europe,Female,"[35,45[","[9,12[",104255,1,1,0,86609,0
*,*,*,515,Western Europe,Male,"[55,93[","[9,12[",113715,1,1,0,18424,1
*,*,*,591,Western Europe,Female,"[35,45[","[0,3[",90194,2,1,0,57065,0
*,*,*,594,Western Europe,Female,"[25,35[","[6,9[",141526,1,0,0,9443,0
*,*,*,627,Southern Europe,Female,"[25,35[","[3,6[",0,1,1,1,194314,0
*,*,*,849,Western Europe,Male,"[35,45[","[3,6[",110838,1,0,0,126420,0
*,*,*,558,Western Europe,Male,"[25,35[","[9,12[",111363,2,1,0,197264,0
*,*,*,512,Southern Europe,Female,"[45,55[","[3,6[",0,2,1,1,56408,0
*,*,*,657,*,*,*,*,0,3,0,*,168412,1
*,*,*,557,Southern Europe,Male,"[35,45[","[0,3[",113110,1,1,0,98413,0
*,*,*,557,Western Europe,Female,"[25,35[","[6,9[",184686,2,1,0,14956,0
*,*,*,590,Southern Europe,Female,"[45,55[","[3,6[",154963,3,0,1,191932,1
*,*,*,822,Western Europe,Male,"[35,45[","[3,6[",105563,1,1,0,182625,0
*,*,*,563,Western Europe,Male,"[18,25[","[3,6[",137583,1,0,1,5792,0
*,*,*,790,Southern Europe,Male,"[35,45[","[6,9[",0,2,1,1,149418,0
*,*,*,558,Western Europe,Female,"[35,45[","[6,9[",0,1,1,1,143585,1
*,*,*,699,Southern Europe,Male,"[25,35[","[6,9[",125928,2,1,0,147661,0
*,*,*,428,Western Europe,Female,"[35,45[","[3,6[",129248,2,1,0,72876,1
*,*,*,678,Southern Europe,Female,"[45,55[","[0,3[",0,2,1,1,102473,0
*,*,*,704,Western Europe,Male,"[35,45[","[3,6[",109027,2,1,1,43117,0
*,*,*,529,Southern Europe,Female,"[35,45[","[3,6[",0,2,0,0,79477,0
*,*,*,588,Western Europe,Male,"[35,45[","[3,6[",104356,1,1,0,94499,0
*,*,*,516,Western Europe,Female,"[45,55[","[0,3[",104948,1,1,0,115789,1
*,*,*,505,Western Europe,Male,"[35,45[","[3,6[",136856,2,1,0,171071,0
*,*,*,427,Western Europe,Male,"[35,45[","[3,6[",0,2,1,1,121485,0
*,*,*,769,Western Europe,Male,"[25,35[","[0,3[",123758,2,1,0,84873,0
*,*,*,793,Southern Europe,Male,"[35,45[","[9,12[",0,2,1,0,88225,0
*,*,*,807,Western Europe,Male,"[35,45[","[6,9[",118275,1,1,1,25886,0
*,*,*,739,Western Europe,Male,"[35,45[","[6,9[",104960,1,0,1,80884,0
*,*,*,487,Western Europe,Male,"[45,55[","[3,6[",199689,1,1,1,24208,1
*,*,*,777,Western Europe,Female,"[25,35[","[3,6[",137851,1,1,0,5008,1
*,*,*,523,Western Europe,Female,"[55,93[","[6,9[",0,2,0,0,130884,1
*,*,*,528,Western Europe,Male,"[25,35[","[6,9[",102017,2,0,0,80181,0
*,*,*,592,Western Europe,Female,"[55,93[","[3,6[",149950,1,1,1,76268,0
*,*,*,585,Western Europe,Female,"[25,35[","[9,12[",135337,2,1,1,40386,0
*,*,*,671,Western Europe,Male,"[25,35[","[6,9[",119860,2,1,0,125423,0
*,*,*,487,Southern Europe,Female,"[35,45[","[0,3[",140137,1,1,0,194073,0
*,*,*,592,Western Europe,Male,"[35,45[","[6,9[",0,2,1,0,83084,0
*,*,*,663,Western Europe,Female,"[45,55[","[0,3[",141727,1,1,1,58257,0
*,*,*,675,Western Europe,Female,"[25,35[","[0,3[",155663,1,1,0,97659,0
*,*,*,425,Western Europe,Male,"[35,45[","[3,6[",0,2,1,0,197226,0
*,*,*,817,Western Europe,Female,"[45,55[","[0,3[",89088,1,0,1,87942,1
*,*,*,687,*,*,*,*,0,2,1,*,154767,0
*,*,*,633,Western Europe,Male,"[35,45[","[6,9[",141546,1,1,1,124830,0
*,*,*,653,Western Europe,Female,"[35,45[","[3,6[",125734,2,1,0,134625,1
*,*,*,557,Southern Europe,Male,"[35,45[","[3,6[",0,2,0,1,86642,0
*,*,*,625,Western Europe,Female,"[35,45[","[6,9[",141268,1,0,1,177397,0
*,*,*,627,Western Europe,Male,"[55,93[","[0,3[",94417,1,0,1,145300,0
*,*,*,671,Southern Europe,Female,"[25,35[","[3,6[",130929,4,1,1,28238,1
*,*,*,640,Western Europe,Male,"[55,93[","[0,3[",68432,2,1,1,112503,1
*,*,*,824,Western Europe,Male,"[45,55[","[3,6[",129209,1,0,0,60152,0
*,*,*,577,Southern Europe,Male,"[35,45[","[3,6[",89016,1,0,1,135227,0
*,*,*,660,Southern Europe,Male,"[25,35[","[0,3[",84560,1,1,1,137784,0
*,*,*,599,Western Europe,Male,"[25,35[","[6,9[",0,2,1,1,174197,0
*,*,*,764,Western Europe,Male,"[25,35[","[3,6[",0,2,0,1,105156,0
*,*,*,516,Western Europe,Female,"[45,55[","[0,3[",156674,1,1,0,118502,1
*,*,*,717,Western Europe,Male,"[35,45[","[3,6[",0,1,1,1,167573,0
*,*,*,737,Southern Europe,Female,"[45,55[","[0,3[",0,2,0,1,177696,0
*,*,*,699,Western Europe,Female,"[45,55[","[3,6[",111009,1,1,1,155906,1
*,*,*,649,Western Europe,Male,"[35,45[","[3,6[",113096,1,1,1,60335,0
*,*,*,571,Western Europe,Male,"[35,45[","[9,12[",139593,3,1,0,104153,1
*,*,*,814,Western Europe,Male,"[35,45[","[6,9[",95489,2,0,0,107014,0
*,*,*,642,Western Europe,Male,"[45,55[","[9,12[",118317,4,0,0,78703,1
*,*,*,820,Western Europe,Male,"[35,45[","[3,6[",0,2,1,0,31423,0
*,*,*,776,Western Europe,Female,"[25,35[","[3,6[",0,2,1,0,92648,0
*,*,*,766,Southern Europe,Male,"[35,45[","[3,6[",78381,1,0,1,153832,0
*,*,*,623,Southern Europe,Male,"[45,55[","[3,6[",0,1,1,0,5549,1
*,*,*,623,Western Europe,Female,"[25,35[","[0,3[",0,2,0,0,39382,0
*,*,*,592,Western Europe,Male,"[25,35[","[6,9[",124593,1,1,0,86080,0
*,*,*,699,Western Europe,Female,"[45,55[","[0,3[",92246,2,0,1,91346,0
*,*,*,512,Western Europe,Female,"[35,45[","[6,9[",145150,1,1,0,64869,1
*,*,*,846,Western Europe,Female,"[25,35[","[9,12[",142389,2,0,1,68394,1
*,*,*,642,Western Europe,Female,"[55,93[","[6,9[",103245,2,1,0,143050,1
*,*,*,634,Southern Europe,Female,"[35,45[","[0,3[",0,1,1,1,143961,0
*,*,*,829,Western Europe,Female,"[25,35[","[9,12[",112046,1,1,1,119708,1
*,*,*,760,Southern Europe,Female,"[55,93[","[0,3[",0,2,1,1,25101,0
*,*,*,561,Western Europe,Male,"[18,25[","[3,6[",0,1,1,1,36942,0
*,*,*,576,Western Europe,Male,"[25,35[","[6,9[",0,2,1,0,4661,0
*,*,*,669,Western Europe,Female,"[25,35[","[9,12[",0,2,0,1,107221,0
*,*,*,657,Southern Europe,Male,"[25,35[","[3,6[",154984,1,1,0,27738,0
*,*,*,531,Southern Europe,Male,"[25,35[","[0,3[",118899,2,0,0,41409,0
*,*,*,628,*,*,*,*,0,3,1,*,85891,1
*,*,*,793,Southern Europe,Male,"[25,35[","[3,6[",100914,1,0,0,10580,0
*,*,*,560,Western Europe,Female,"[35,45[","[3,6[",83714,1,1,1,33246,0
*,*,*,568,Southern Europe,Female,"[35,45[","[9,12[",153611,1,1,1,54084,1
*,*,*,663,Western Europe,Male,"[35,45[","[3,6[",87624,2,1,0,149401,0
*,*,*,677,Southern Europe,Male,"[35,45[","[3,6[",0,2,1,0,88948,0
*,*,*,654,Southern Europe,Female,"[35,45[","[0,3[",0,2,1,1,146652,0
*,*,*,703,Western Europe,Male,"[35,45[","[0,3[",0,2,1,0,108791,0
*,*,*,645,Western Europe,Male,"[25,35[","[6,9[",117466,2,1,1,34490,0
*,*,*,613,Western Europe,Female,"[35,45[","[9,12[",120482,1,0,0,94875,1
*,*,*,792,Western Europe,Male,"[25,35[","[6,9[",71270,2,0,1,125913,0
*,*,*,613,Western Europe,Female,"[18,25[","[6,9[",140454,1,1,0,129001,0
*,*,*,745,Southern Europe,Female,"[45,55[","[6,9[",0,1,1,0,173912,1
*,*,*,729,Western Europe,Female,"[35,45[","[0,3[",131513,1,1,1,193715,0
*,*,*,567,Western Europe,Male,"[55,93[","[3,6[",0,2,1,0,25844,1
*,*,*,850,Western Europe,Female,"[35,45[","[9,12[",0,1,0,0,100101,0
*,*,*,614,Western Europe,Male,"[45,55[","[3,6[",137104,1,1,0,127166,1
*,*,*,497,Southern Europe,Male,"[35,45[","[0,3[",121250,1,0,1,79691,0
*,*,*,821,Western Europe,Female,"[25,35[","[6,9[",0,1,1,1,36754,0
*,*,*,603,Western Europe,Female,"[35,45[","[6,9[",148897,1,0,0,105053,0
*,*,*,623,Western Europe,Male,"[25,35[","[6,9[",96759,1,1,1,174778,0
*,*,*,850,Western Europe,Male,"[45,55[","[6,9[",128664,1,1,0,65769,1
*,*,*,715,Southern Europe,Male,"[35,45[","[0,3[",96799,2,1,1,4555,0
*,*,*,664,Western Europe,Male,"[45,55[","[9,12[",0,1,1,0,140173,1
*,*,*,850,Western Europe,Male,"[55,93[","[6,9[",156652,1,0,0,25899,1
*,*,*,736,Western Europe,Male,"[55,93[","[9,12[",95295,1,1,0,28434,1
*,*,*,606,Western Europe,Male,"[55,93[","[9,12[",126307,3,0,0,7862,1
*,*,*,483,Western Europe,Female,"[25,35[","[9,12[",0,2,0,0,136357,0
*,*,*,659,Western Europe,Female,"[35,45[","[9,12[",0,2,1,1,132809,0
*,*,*,828,Southern Europe,Male,"[35,45[","[9,12[",0,1,1,1,186071,0
*,*,*,656,Western Europe,Male,"[35,45[","[9,12[",143572,1,0,0,127444,0
*,*,*,665,Southern Europe,Male,"[25,35[","[0,3[",182782,2,1,1,63733,0
*,*,*,511,Western Europe,Male,"[45,55[","[6,9[",149726,1,0,0,88308,1
*,*,*,604,Western Europe,Female,"[25,35[","[6,9[",127849,1,1,0,15799,0
*,*,*,628,Western Europe,Male,"[25,35[","[6,9[",0,2,0,0,184230,0
*,*,*,649,Western Europe,Female,"[35,45[","[6,9[",0,2,0,1,109180,0
*,*,*,612,Western Europe,Female,"[55,93[","[0,3[",126473,1,0,1,147546,0
*,*,*,653,Western Europe,Male,"[35,45[","[6,9[",119316,1,1,0,150468,0
*,*,*,744,Southern Europe,Female,"[25,35[","[0,3[",124037,1,1,1,142211,0
*,*,*,729,Southern Europe,Male,"[25,35[","[6,9[",164871,2,1,1,9567,0
*,*,*,539,Western Europe,Male,"[35,45[","[0,3[",177729,1,1,0,105014,0
*,*,*,705,Western Europe,Female,"[35,45[","[3,6[",149380,2,1,0,96076,0
*,*,*,509,Southern Europe,Female,"[25,35[","[3,6[",108739,2,1,0,106921,0
*,*,*,817,Western Europe,Female,"[35,45[","[6,9[",81070,2,1,0,80986,0
*,*,*,740,Western Europe,Male,"[35,45[","[6,9[",0,1,1,1,13177,0
*,*,*,710,Western Europe,Male,"[55,93[","[6,9[",170113,2,0,1,10495,0
*,*,*,595,Western Europe,Male,"[35,45[","[9,12[",0,2,1,0,5967,0
*,*,*,560,Western Europe,Female,"[25,35[","[0,3[",108883,1,1,0,27915,0
*,*,*,581,*,*,*,*,0,2,0,*,41624,0
*,*,*,569,Southern Europe,Female,"[35,45[","[3,6[",139840,1,1,1,163525,0
*,*,*,503,Western Europe,Female,"[25,35[","[3,6[",0,2,1,0,125918,0
*,*,*,625,Western Europe,Female,"[35,45[","[6,9[",129944,2,0,0,198915,0
*,*,*,702,Western Europe,Male,"[45,55[","[0,3[",80794,1,1,1,27475,0
*,*,*,654,Western Europe,Male,"[25,35[","[6,9[",0,2,1,1,137899,0
*,*,*,660,Western Europe,Female,"[35,45[","[3,6[",110571,2,1,0,195907,0
*,*,*,708,Western Europe,Female,"[35,45[","[6,9[",192391,2,1,0,823,0
*,*,*,748,Southern Europe,Male,"[35,45[","[3,6[",105493,1,1,1,150057,0
*,*,*,608,Western Europe,Male,"[25,35[","[6,9[",79963,2,1,0,60902,0
*,*,*,657,Southern Europe,Male,"[35,45[","[3,6[",41473,1,1,0,112980,1
*,*,*,695,Southern Europe,Male,"[45,55[","[3,6[",122550,1,1,1,56298,0
*,*,*,524,Western Europe,Male,"[25,35[","[0,3[",144876,1,0,0,187740,0
*,*,*,573,Western Europe,Female,"[35,45[","[9,12[",206869,2,0,1,102986,0
*,*,*,736,Western Europe,Female,"[25,35[","[0,3[",84588,1,0,1,188038,0
*,*,*,646,Southern Europe,Female,"[35,45[","[3,6[",99836,1,0,1,22910,0
*,*,*,637,Western Europe,Female,"[35,45[","[3,6[",109698,1,1,1,88391,1
*,*,*,649,Western Europe,Male,"[35,45[","[0,3[",0,2,0,1,130567,0
*,*,*,727,Western Europe,Male,"[35,45[","[9,12[",101192,1,1,1,34551,1
*,*,*,658,Western Europe,Male,"[25,35[","[3,6[",100082,1,0,1,49810,0
*,*,*,699,Southern Europe,Male,"[25,35[","[6,9[",0,1,1,1,76510,0
*,*,*,662,Western Europe,Male,"[25,35[","[0,3[",103472,1,1,1,162703,0
*,*,*,620,Western Europe,Female,"[25,35[","[3,6[",0,2,0,1,153392,0
*,*,*,645,Southern Europe,Male,"[45,55[","[0,3[",0,2,0,0,10023,0
*,*,*,497,Western Europe,Female,"[55,93[","[6,9[",131779,1,1,1,9973,0
*,*,*,771,Western Europe,Male,"[35,45[","[3,6[",0,2,1,0,96271,0
*,*,*,645,Southern Europe,Male,"[35,45[","[6,9[",113756,2,1,0,149757,1
*,*,*,821,Western Europe,Male,"[35,45[","[3,6[",87807,2,1,1,64614,0
*,*,*,561,Southern Europe,Male,"[35,45[","[3,6[",101470,1,0,1,88838,0
*,*,*,570,Western Europe,Female,"[25,35[","[9,12[",176174,1,1,0,97045,1
*,*,*,719,Southern Europe,Female,"[25,35[","[6,9[",0,1,0,0,76264,0
*,*,*,791,Western Europe,Female,"[35,45[","[9,12[",113657,2,0,1,139947,1
*,*,*,710,Southern Europe,Male,"[35,45[","[0,3[",106519,1,1,1,127952,0
*,*,*,739,Western Europe,Male,"[35,45[","[0,3[",141643,2,1,0,172150,0
*,*,*,566,Western Europe,Female,"[35,45[","[0,3[",123042,1,1,0,66245,1
*,*,*,593,Western Europe,Female,"[25,35[","[9,12[",134097,2,1,0,53931,1
*,*,*,750,Western Europe,Female,"[45,55[","[6,9[",107468,1,1,0,126233,1
*,*,*,850,Western Europe,Female,"[35,45[","[0,3[",102741,2,0,1,23975,0
*,*,*,685,Southern Europe,Male,"[35,45[","[3,6[",137949,1,1,0,113640,0
*,*,*,699,Southern Europe,Male,"[35,45[","[0,3[",0,1,1,0,78387,0
*,*,*,652,Western Europe,Female,"[55,93[","[3,6[",0,2,1,1,188603,0
*,*,*,481,Southern Europe,Male,"[35,45[","[0,3[",111233,1,1,1,123995,0
*,*,*,741,Western Europe,Male,"[35,45[","[9,12[",105262,2,1,1,149504,0
*,*,*,672,Southern Europe,Male,"[25,35[","[0,3[",0,2,1,1,182738,0
*,*,*,550,Western Europe,Male,"[35,45[","[9,12[",140279,3,1,1,171457,1
*,*,*,549,Western Europe,Female,"[25,35[","[3,6[",0,2,0,0,190858,0
*,*,*,660,Western Europe,Male,"[35,45[","[9,12[",113949,1,1,0,188892,1
*,*,*,753,Western Europe,Female,"[35,45[","[6,9[",128519,1,1,1,44568,1
*,*,*,764,Western Europe,Female,"[18,25[","[6,9[",106234,1,0,0,115676,0
*,*,*,594,Western Europe,Male,"[35,45[","[0,3[",152092,2,1,1,83509,0
*,*,*,584,Southern Europe,Female,"[35,45[","[3,6[",0,2,1,1,4525,0
*,*,*,659,*,*,*,*,0,1,1,*,177480,1
*,*,*,569,Western Europe,Male,"[55,93[","[0,3[",0,1,1,0,130784,1
*,*,*,609,Western Europe,Male,"[35,45[","[6,9[",0,1,0,1,112585,0
*,*,*,477,Western Europe,Male,"[25,35[","[6,9[",139960,2,1,1,189876,0
*,*,*,562,Western Europe,Male,"[25,35[","[3,6[",127237,2,0,1,143317,0
*,*,*,511,Southern Europe,Female,"[25,35[","[9,12[",0,2,0,1,140677,0
