RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
*,*,*,587,Germany,Female,"[45,55[","[0,12[",134981,1,1,1,123310,1
*,*,*,762,*,*,*,*,88816,2,1,*,68562,1
*,*,*,736,France,Female,"[35,45[","[0,12[",0,1,1,0,70497,0
*,*,*,743,France,Male,"[35,45[","[0,12[",77002,2,1,1,80428,0
*,*,*,723,Spain,Male,"[35,45[","[0,12[",0,2,1,1,94416,0
*,*,*,675,France,Male,"[45,55[","[0,12[",0,1,1,0,110274,1
*,*,*,694,France,Female,"[18,25[","[0,12[",0,2,1,1,11526,0
*,*,*,539,Spain,Male,"[35,45[","[0,12[",0,2,1,1,48190,0
*,*,*,674,*,*,*,*,152798,1,1,*,175709,1
*,*,*,617,France,Female,"[25,35[","[0,12[",0,1,1,1,92622,0
*,*,*,561,France,Male,"[25,35[","[0,12[",78830,1,1,1,12148,0
*,*,*,784,France,Male,"[35,45[","[0,12[",136713,1,0,1,169921,0
*,*,*,752,Spain,Male,"[35,45[","[0,12[",0,2,1,1,45571,0
*,*,*,757,France,Male,"[55,93[","[0,12[",89079,1,1,1,53179,1
*,*,*,749,France,Female,"[35,45[","[0,12[",0,3,1,1,132650,0
*,*,*,802,Spain,Male,"[35,45[","[0,12[",0,2,1,1,134626,0
*,*,*,817,Germany,Female,"[45,55[","[0,12[",89088,1,0,1,87942,1
*,*,*,777,France,Male,"[35,45[","[0,12[",0,2,1,1,18614,0
*,*,*,521,Germany,Female,"[35,45[","[0,12[",134505,1,1,0,18082,0
*,*,*,655,Germany,Female,"[25,35[","[0,12[",130936,1,1,0,9242,1
*,*,*,783,Germany,Female,"[35,45[","[0,12[",139707,1,1,0,2150,0
*,*,*,651,*,*,*,*,90355,2,0,*,193598,0
*,*,*,720,France,Male,"[45,55[","[0,12[",0,1,1,1,14781,0
*,*,*,648,Germany,Male,"[35,45[","[0,12[",123049,1,0,1,5067,0
*,*,*,703,Germany,Male,"[35,45[","[0,12[",63227,1,0,1,137316,0
*,*,*,657,Germany,Female,"[35,45[","[0,12[",123770,1,0,0,47020,1
*,*,*,529,France,Male,"[25,35[","[0,12[",147494,1,1,0,33656,0
*,*,*,588,France,Female,"[55,93[","[0,12[",0,1,1,1,189704,0
*,*,*,667,France,Male,"[25,35[","[0,12[",0,2,1,1,131835,0
*,*,*,625,Germany,Female,"[45,55[","[0,12[",128505,1,1,0,126813,1
*,*,*,786,France,Female,"[25,35[","[0,12[",83036,1,0,1,154991,1
*,*,*,672,Germany,Female,"[18,25[","[0,12[",165879,2,1,1,164537,0
*,*,*,634,Germany,Male,"[35,45[","[0,12[",89697,2,1,1,193180,0
*,*,*,564,Germany,Female,"[25,35[","[0,12[",100955,2,0,0,134175,0
*,*,*,662,France,Male,"[25,35[","[0,12[",147093,1,1,0,10928,0
*,*,*,712,Germany,Male,"[35,45[","[0,12[",141750,2,0,1,90905,0
*,*,*,561,Spain,Male,"[35,45[","[0,12[",101470,1,0,1,88838,0
*,*,*,608,France,Female,"[25,35[","[0,12[",0,2,1,0,128876,0
*,*,*,581,Spain,Female,"[18,25[","[0,12[",159204,1,1,1,102518,1
*,*,*,771,Spain,Female,"[25,35[","[0,12[",0,2,1,0,8673,0
*,*,*,564,Germany,Female,"[35,45[","[0,12[",111760,3,1,1,104722,1
*,*,*,631,Spain,Male,"[18,25[","[0,12[",0,2,1,0,13813,0
*,*,*,571,France,Male,"[35,45[","[0,12[",0,2,0,0,38433,0
*,*,*,605,France,Female,"[35,45[","[0,12[",0,1,0,1,691,0
*,*,*,739,Spain,Female,"[35,45[","[0,12[",0,1,1,0,167031,0
*,*,*,737,Spain,Female,"[35,45[","[0,12[",130052,2,0,0,55356,1
*,*,*,484,Germany,Female,"[25,35[","[0,12[",148250,1,0,1,33738,0
*,*,*,759,France,Female,"[35,45[","[0,12[",104091,1,0,0,91562,0
*,*,*,773,France,Female,"[45,55[","[0,12[",0,2,1,0,129373,0
*,*,*,850,France,Male,"[25,35[","[0,12[",96399,2,1,0,106534,0
*,*,*,718,France,Female,"[45,55[","[0,12[",0,1,1,0,184475,1
*,*,*,603,France,Male,"[35,45[","[0,12[",102833,2,1,1,38829,0
*,*,*,613,Germany,Female,"[25,35[","[0,12[",131564,2,1,0,170639,0
*,*,*,487,France,Female,"[45,55[","[0,12[",89551,1,0,1,90077,0
*,*,*,785,Germany,Female,"[25,35[","[0,12[",124493,2,0,1,52584,1
*,*,*,725,France,Male,"[35,45[","[0,12[",0,1,1,1,117356,0
*,*,*,641,France,Female,"[35,45[","[0,12[",0,2,0,0,121139,0
*,*,*,709,France,Male,"[45,55[","[0,12[",154344,2,1,1,38795,0
*,*,*,629,France,Male,"[35,45[","[0,12[",0,1,1,0,107,0
*,*,*,705,Germany,Female,"[35,45[","[0,12[",146548,1,0,1,10073,1
*,*,*,680,France,Female,"[45,55[","[0,12[",0,2,1,1,179843,0
*,*,*,718,Spain,Male,"[25,35[","[0,12[",0,2,1,0,146876,0
*,*,*,567,France,Male,"[35,45[","[0,12[",0,2,0,1,3896,0
*,*,*,652,France,Female,"[35,45[","[0,12[",92209,1,0,1,197700,1
*,*,*,612,France,Male,"[35,45[","[0,12[",0,3,0,0,151256,0
*,*,*,574,France,Female,"[25,35[","[0,12[",152993,1,1,1,134691,0
*,*,*,639,Spain,Male,"[25,35[","[0,12[",133435,2,1,0,97983,0
*,*,*,525,Spain,Female,"[55,93[","[0,12[",0,2,0,1,168035,0
*,*,*,744,Spain,Male,"[35,45[","[0,12[",120655,1,1,0,82291,0
*,*,*,604,France,Female,"[25,35[","[0,12[",127849,1,1,0,15799,0
*,*,*,672,Germany,Female,"[18,25[","[0,12[",110742,1,1,0,80778,0
*,*,*,587,Germany,Female,"[35,45[","[0,12[",104414,1,1,0,192026,0
*,*,*,796,France,Female,"[45,55[","[0,12[",94164,1,1,1,189415,0
*,*,*,792,*,*,*,*,101610,1,0,*,161479,1
*,*,*,479,*,*,*,*,107638,2,0,*,169506,0
*,*,*,487,Spain,Male,"[25,35[","[0,12[",145730,1,1,0,41366,0
*,*,*,527,Germany,Female,"[25,35[","[0,12[",123803,2,1,1,155847,0
*,*,*,703,Spain,Male,"[18,25[","[0,12[",165261,1,1,1,41627,0
*,*,*,683,France,Female,"[25,35[","[0,12[",0,2,0,1,100497,1
*,*,*,770,France,Female,"[55,93[","[0,12[",110739,1,1,0,22667,1
*,*,*,675,France,Male,"[35,45[","[0,12[",0,2,0,1,36267,0
*,*,*,711,France,Male,"[35,45[","[0,12[",137689,1,1,1,46884,0
*,*,*,630,France,Male,"[25,35[","[0,12[",129838,2,0,1,197001,0
*,*,*,567,Germany,Male,"[35,45[","[0,12[",134379,1,1,1,105747,0
*,*,*,691,France,Female,"[25,35[","[0,12[",0,2,0,1,161559,0
*,*,*,670,Germany,Male,"[25,35[","[0,12[",142632,2,1,1,175894,0
*,*,*,765,France,Male,"[35,45[","[0,12[",0,2,0,1,191216,0
*,*,*,696,Germany,Male,"[25,35[","[0,12[",114028,1,1,1,193717,0
*,*,*,592,France,Male,"[45,55[","[0,12[",0,1,1,1,28738,1
*,*,*,775,*,*,*,*,135121,1,1,*,37837,0
*,*,*,640,Germany,Male,"[35,45[","[0,12[",131607,4,0,1,6981,1
*,*,*,630,Spain,Female,"[35,45[","[0,12[",135483,1,1,0,140881,1
*,*,*,850,Germany,Female,"[45,55[","[0,12[",103910,1,1,0,60083,1
*,*,*,489,France,Male,"[35,45[","[0,12[",0,2,0,1,196991,0
*,*,*,607,Germany,Male,"[55,93[","[0,12[",164524,2,1,1,35787,0
*,*,*,578,Spain,Male,"[18,25[","[0,12[",0,2,1,0,112125,0
*,*,*,532,France,Male,"[35,45[","[0,12[",0,2,0,0,190574,1
*,*,*,737,Germany,Female,"[35,45[","[0,12[",162486,2,1,0,149381,0
*,*,*,599,Germany,Female,"[45,55[","[0,12[",143888,2,1,1,166236,1
*,*,*,657,Spain,Male,"[35,45[","[0,12[",188241,2,0,0,183059,1
*,*,*,678,France,Male,"[25,35[","[0,12[",111128,1,1,0,60941,1
*,*,*,756,*,*,*,*,131899,1,1,*,93302,0
*,*,*,659,Germany,Male,"[45,55[","[0,12[",123593,2,1,0,82469,1
*,*,*,695,Spain,Male,"[25,35[","[0,12[",0,3,0,1,38534,0
*,*,*,546,Spain,Female,"[35,45[","[0,12[",85661,1,0,0,134778,0
*,*,*,737,France,Male,"[35,45[","[0,12[",101961,1,1,1,123547,0
*,*,*,505,France,Male,"[25,35[","[0,12[",112973,1,1,0,145012,0
*,*,*,641,Germany,Male,"[35,45[","[0,12[",121765,2,1,1,166517,0
*,*,*,640,France,Male,"[55,93[","[0,12[",132436,1,1,0,979,0
*,*,*,796,France,Male,"[18,25[","[0,12[",0,2,1,0,61349,0
*,*,*,731,Spain,Female,"[25,35[","[0,12[",137388,2,1,0,165001,0
*,*,*,553,France,Male,"[35,45[","[0,12[",0,2,1,0,33877,0
*,*,*,691,Germany,Male,"[35,45[","[0,12[",163966,2,0,1,103511,0
*,*,*,445,France,Male,"[55,93[","[0,12[",136771,1,0,1,43678,0
*,*,*,694,France,Male,"[35,45[","[0,12[",97530,1,1,1,117140,0
*,*,*,680,Germany,Female,"[35,45[","[0,12[",105723,1,1,1,90558,1
*,*,*,670,France,Male,"[35,45[","[0,12[",89417,1,0,0,144275,0
*,*,*,697,France,Female,"[45,55[","[0,12[",0,2,1,0,46808,1
*,*,*,767,France,Female,"[35,45[","[0,12[",152509,1,1,1,136915,0
*,*,*,739,France,Female,"[35,45[","[0,12[",0,2,1,0,191557,1
*,*,*,559,France,Male,"[25,35[","[0,12[",145304,1,1,0,103561,0
*,*,*,547,Spain,Female,"[18,25[","[0,12[",141287,1,1,0,118143,0
*,*,*,581,France,Male,"[25,35[","[0,12[",77887,2,1,0,150319,0
*,*,*,681,France,Female,"[25,35[","[0,12[",148144,1,1,1,52021,0
*,*,*,652,France,Female,"[35,45[","[0,12[",0,2,1,0,126555,0
*,*,*,579,France,Male,"[35,45[","[0,12[",0,2,0,0,91764,0
*,*,*,531,Spain,Female,"[35,45[","[0,12[",75303,2,0,0,57034,0
*,*,*,645,Germany,Male,"[35,45[","[0,12[",93925,1,1,0,123982,1
*,*,*,850,Spain,Female,"[18,25[","[0,12[",0,2,0,1,69053,0
*,*,*,621,France,Male,"[25,35[","[0,12[",0,2,1,1,99128,0
*,*,*,506,France,Female,"[35,45[","[0,12[",0,1,1,1,144346,0
*,*,*,624,France,Male,"[45,55[","[0,12[",123401,2,1,1,127825,0
*,*,*,743,Spain,Female,"[35,45[","[0,12[",92717,1,1,1,33694,0
*,*,*,678,France,Female,"[25,35[","[0,12[",0,2,1,1,124593,0
*,*,*,655,Spain,Male,"[35,45[","[0,12[",250898,3,0,1,81054,1
*,*,*,576,Germany,Female,"[55,93[","[0,12[",140273,1,1,1,193135,1
*,*,*,652,Spain,Male,"[55,93[","[0,12[",0,1,1,1,120107,0
*,*,*,504,France,Female,"[45,55[","[0,12[",0,3,0,1,87822,1
*,*,*,647,Germany,Female,"[35,45[","[0,12[",85907,3,1,0,189160,0
*,*,*,722,Germany,Female,"[45,55[","[0,12[",138312,1,1,1,3473,1
*,*,*,637,France,Male,"[25,35[","[0,12[",145732,1,0,1,109219,0
*,*,*,686,France,Female,"[35,45[","[0,12[",55054,1,1,0,181757,0
*,*,*,601,Germany,Female,"[25,35[","[0,12[",114430,2,1,1,153012,0
*,*,*,646,*,*,*,*,90212,1,1,*,13911,1
*,*,*,775,Spain,Male,"[45,55[","[0,12[",178145,2,0,0,50168,1
*,*,*,479,France,Female,"[25,35[","[0,12[",0,2,1,1,19117,0
*,*,*,663,France,Female,"[25,35[","[0,12[",0,2,1,0,150850,0
*,*,*,663,Germany,Female,"[35,45[","[0,12[",77254,1,0,0,35818,1
*,*,*,774,Spain,Male,"[45,55[","[0,12[",0,2,1,1,34774,0
*,*,*,625,France,Male,"[35,45[","[0,12[",177069,2,1,1,96089,0
*,*,*,736,Germany,Male,"[45,55[","[0,12[",130813,1,1,1,77982,1
*,*,*,632,Germany,Male,"[45,55[","[0,12[",126066,1,1,0,64346,1
*,*,*,559,France,Female,"[25,35[","[0,12[",127071,1,0,1,160942,0
*,*,*,704,Germany,Female,"[18,25[","[0,12[",113034,1,1,0,162503,1
*,*,*,649,Germany,Male,"[35,45[","[0,12[",95001,1,0,1,123203,0
*,*,*,386,Spain,Female,"[45,55[","[0,12[",131955,1,1,1,62515,1
*,*,*,666,France,Female,"[55,93[","[0,12[",0,2,1,1,99793,0
*,*,*,592,Spain,Male,"[35,45[","[0,12[",80285,1,1,0,72679,1
*,*,*,657,Spain,Male,"[35,45[","[0,12[",0,2,0,1,123866,0
*,*,*,737,Germany,Male,"[35,45[","[0,12[",133378,1,0,1,64050,0
*,*,*,712,Germany,Female,"[35,45[","[0,12[",109309,2,1,0,120159,1
*,*,*,826,France,Male,"[25,35[","[0,12[",142663,1,0,0,60285,0
*,*,*,636,France,Male,"[25,35[","[0,12[",0,2,1,1,2383,0
*,*,*,808,Germany,Female,"[35,45[","[0,12[",100432,1,1,0,35140,1
*,*,*,648,France,Male,"[35,45[","[0,12[",82697,1,1,0,74847,0
*,*,*,743,France,Female,"[45,55[","[0,12[",0,1,1,0,113436,0
*,*,*,709,France,Female,"[25,35[","[0,12[",87815,1,1,0,138578,0
*,*,*,685,Germany,Female,"[25,35[","[0,12[",84959,2,0,1,194344,0
*,*,*,683,Germany,Male,"[35,45[","[0,12[",144962,1,0,1,26797,0
*,*,*,600,France,Male,"[35,45[","[0,12[",141137,1,1,1,67804,0
*,*,*,518,France,Male,"[35,45[","[0,12[",151027,2,1,0,119377,0
*,*,*,557,Spain,Male,"[45,55[","[0,12[",0,2,1,1,185094,0
*,*,*,850,France,Male,"[55,93[","[0,12[",169833,1,0,0,184107,1
*,*,*,644,France,Male,"[35,45[","[0,12[",73349,1,1,0,157167,1
*,*,*,791,France,Male,"[25,35[","[0,12[",0,1,1,0,174435,0
*,*,*,524,France,Male,"[25,35[","[0,12[",0,2,1,1,105449,0
*,*,*,804,Germany,Female,"[25,35[","[0,12[",138336,1,1,1,80484,0
*,*,*,566,Germany,Male,"[45,55[","[0,12[",118615,2,1,1,172602,0
*,*,*,501,France,Female,"[35,45[","[0,12[",117302,1,0,0,182026,0
*,*,*,850,Spain,Male,"[25,35[","[0,12[",100476,2,1,1,136539,0
*,*,*,639,Spain,Male,"[25,35[","[0,12[",0,2,1,0,126561,0
*,*,*,641,France,Female,"[35,45[","[0,12[",0,2,1,0,116466,0
*,*,*,703,Spain,Male,"[35,45[","[0,12[",152685,1,0,0,183656,0
*,*,*,698,France,Male,"[25,35[","[0,12[",95168,1,1,1,152723,0
*,*,*,831,*,*,*,*,80263,1,1,*,194868,0
*,*,*,618,Spain,Male,"[35,45[","[0,12[",126474,1,1,0,91972,0
*,*,*,503,France,Male,"[25,35[","[0,12[",0,2,1,1,143955,0
*,*,*,707,Germany,Female,"[45,55[","[0,12[",105087,1,1,1,180345,1
*,*,*,626,Spain,Female,"[45,55[","[0,12[",0,2,1,1,95795,0
*,*,*,620,France,Male,"[35,45[","[0,12[",0,2,1,1,145938,0
*,*,*,611,France,Male,"[55,93[","[0,12[",0,2,1,1,53277,0
*,*,*,551,Germany,Male,"[45,55[","[0,12[",121400,1,0,1,84508,1
*,*,*,512,Spain,Female,"[35,45[","[0,12[",124581,1,1,1,18785,0
*,*,*,625,*,*,*,*,77743,2,1,*,75336,0
*,*,*,499,France,Male,"[55,93[","[0,12[",76962,2,1,1,83644,0
*,*,*,492,France,Male,"[35,45[","[0,12[",121063,1,0,0,85421,0
*,*,*,548,France,Female,"[25,35[","[0,12[",116756,2,1,1,158585,1
*,*,*,693,France,Male,"[25,35[","[0,12[",0,2,0,1,182271,0
*,*,*,642,France,Male,"[35,45[","[0,12[",0,2,0,0,171464,0
*,*,*,769,France,Male,"[45,55[","[0,12[",96542,2,0,1,197886,0
*,*,*,758,France,Female,"[35,45[","[0,12[",127358,1,0,1,56577,0
*,*,*,782,Germany,Male,"[35,45[","[0,12[",126428,1,1,0,39830,0
*,*,*,544,Spain,Female,"[45,55[","[0,12[",0,1,1,0,125692,1
*,*,*,704,France,Male,"[25,35[","[0,12[",127785,4,0,0,184465,1
*,*,*,569,France,Male,"[35,45[","[0,12[",0,2,1,0,52535,0
*,*,*,623,Spain,Male,"[45,55[","[0,12[",0,1,1,0,5549,1
*,*,*,439,France,Female,"[35,45[","[0,12[",0,1,0,1,104889,0
*,*,*,554,France,Male,"[35,45[","[0,12[",129710,1,1,0,173197,0
*,*,*,625,Spain,Female,"[55,93[","[0,12[",0,1,0,0,84106,1
*,*,*,693,France,Female,"[25,35[","[0,12[",127992,1,1,1,50457,0
*,*,*,650,Spain,Male,"[55,93[","[0,12[",119618,1,1,1,29861,0
*,*,*,678,France,Female,"[35,45[","[0,12[",143444,1,1,0,196622,1
*,*,*,850,Germany,Female,"[35,45[","[0,12[",143644,1,1,0,22102,1
*,*,*,637,Spain,Female,"[45,55[","[0,12[",0,1,0,1,150837,0
*,*,*,739,France,Male,"[35,45[","[0,12[",141643,2,1,0,172150,0
*,*,*,526,France,Male,"[35,45[","[0,12[",0,1,0,1,168486,0
*,*,*,734,Spain,Female,"[35,45[","[0,12[",55853,2,0,1,94812,1
*,*,*,643,France,Male,"[25,35[","[0,12[",0,2,1,1,152992,0
*,*,*,850,Spain,Male,"[55,93[","[0,12[",69608,1,1,0,97893,1
*,*,*,506,France,Female,"[55,93[","[0,12[",0,2,0,1,194421,1
*,*,*,575,Spain,Female,"[35,45[","[0,12[",133292,1,1,0,111175,0
*,*,*,677,Germany,Male,"[25,35[","[0,12[",126729,1,1,1,26106,1
*,*,*,513,France,Male,"[35,45[","[0,12[",141004,1,1,0,105028,0
*,*,*,684,France,Male,"[45,55[","[0,12[",0,2,1,1,94889,0
*,*,*,663,Spain,Male,"[25,35[","[0,12[",0,2,0,0,91515,0
*,*,*,700,Germany,Female,"[35,45[","[0,12[",144551,2,1,1,189664,0
*,*,*,796,Germany,Male,"[35,45[","[0,12[",86351,2,0,0,105081,0
*,*,*,791,France,Female,"[25,35[","[0,12[",75499,1,1,0,22184,0
*,*,*,555,France,Female,"[35,45[","[0,12[",105771,3,1,0,60534,1
*,*,*,719,France,Male,"[55,93[","[0,12[",0,2,0,1,29132,0
*,*,*,474,France,Male,"[45,55[","[0,12[",0,2,0,0,172176,0
*,*,*,679,France,Male,"[25,35[","[0,12[",0,2,1,0,157872,0
*,*,*,729,France,Female,"[55,93[","[0,12[",140549,1,1,0,30990,1
*,*,*,529,France,Male,"[25,35[","[0,12[",116295,1,1,0,75285,0
*,*,*,757,France,Male,"[45,55[","[0,12[",0,2,1,0,37460,0
*,*,*,684,Germany,Female,"[55,93[","[0,12[",127586,3,1,1,80593,1
*,*,*,550,Germany,Male,"[35,45[","[0,12[",113877,2,1,0,174922,0
*,*,*,660,Germany,Male,"[45,55[","[0,12[",109020,2,1,1,33681,0
*,*,*,808,Spain,Male,"[25,35[","[0,12[",0,2,0,1,23180,0
*,*,*,666,France,Male,"[25,35[","[0,12[",109805,1,0,1,163626,0
*,*,*,563,Spain,Male,"[18,25[","[0,12[",0,2,0,0,16320,0
*,*,*,599,Spain,Female,"[45,55[","[0,12[",81743,2,1,0,83282,0
*,*,*,696,France,Female,"[25,35[","[0,12[",0,2,1,1,196134,0
*,*,*,583,France,Female,"[35,45[","[0,12[",0,2,0,1,113598,0
*,*,*,718,France,Female,"[35,45[","[0,12[",0,2,1,1,145355,0
*,*,*,611,France,Male,"[45,55[","[0,12[",83568,1,0,0,1235,0
*,*,*,498,Spain,Male,"[25,35[","[0,12[",127864,1,1,1,46678,0
*,*,*,619,France,Female,"[25,35[","[0,12[",70729,1,1,1,160949,0
*,*,*,588,France,Female,"[35,45[","[0,12[",0,2,1,1,155485,0
*,*,*,652,Spain,Male,"[55,93[","[0,12[",0,2,0,1,170025,0
*,*,*,607,Germany,Male,"[35,45[","[0,12[",90595,1,0,1,181598,0
*,*,*,728,Spain,Female,"[35,45[","[0,12[",0,1,0,0,4539,0
*,*,*,631,Germany,Female,"[25,35[","[0,12[",123247,1,0,0,112688,0
*,*,*,602,*,*,*,*,184716,2,1,*,113782,0
*,*,*,773,Germany,Male,"[45,55[","[0,12[",118079,4,1,1,143007,1
*,*,*,463,France,Male,"[35,45[","[0,12[",101257,1,1,1,118114,0
*,*,*,702,Germany,Female,"[55,93[","[0,12[",138598,2,1,1,41537,1
*,*,*,515,France,Male,"[45,55[","[0,12[",129388,1,0,1,147956,1
*,*,*,581,Germany,Male,"[45,55[","[0,12[",143829,2,1,0,181224,1
*,*,*,544,France,Male,"[18,25[","[0,12[",96471,1,1,0,35551,0
*,*,*,640,France,Male,"[35,45[","[0,12[",110341,1,1,1,157887,0
*,*,*,573,France,Male,"[45,55[","[0,12[",0,2,0,1,178229,0
*,*,*,640,France,Female,"[45,55[","[0,12[",117565,2,0,0,82560,0
*,*,*,642,France,Male,"[25,35[","[0,12[",0,1,0,0,47473,0
*,*,*,498,Germany,Male,"[25,35[","[0,12[",121703,1,1,1,132210,0
*,*,*,639,France,Male,"[35,45[","[0,12[",0,2,1,0,170484,0
*,*,*,604,France,Male,"[35,45[","[0,12[",84315,1,0,0,36209,0
*,*,*,587,France,Female,"[35,45[","[0,12[",134997,2,1,0,44688,0
*,*,*,572,France,Female,"[35,45[","[0,12[",0,2,1,1,555,0
*,*,*,491,France,Female,"[35,45[","[0,12[",53369,1,1,1,103934,0
*,*,*,590,Spain,Male,"[25,35[","[0,12[",65812,2,0,1,160346,0
*,*,*,711,France,Female,"[25,35[","[0,12[",130181,2,1,0,31811,0
*,*,*,799,France,Female,"[25,35[","[0,12[",0,2,1,0,136828,0
*,*,*,546,France,Female,"[25,35[","[0,12[",0,2,0,1,198543,0
*,*,*,656,France,Male,"[18,25[","[0,12[",151763,1,0,1,127014,0
*,*,*,695,France,Male,"[25,35[","[0,12[",0,2,1,1,6770,0
*,*,*,434,*,*,*,*,119497,1,1,*,125849,0
*,*,*,542,France,Male,"[25,35[","[0,12[",101116,1,1,0,196395,0
*,*,*,693,Spain,Female,"[35,45[","[0,12[",0,2,0,0,81902,0
*,*,*,832,Germany,Female,"[35,45[","[0,12[",107649,2,1,1,134639,0
*,*,*,850,France,Male,"[25,35[","[0,12[",153973,2,1,0,62811,0
*,*,*,547,France,Female,"[25,35[","[0,12[",104451,1,1,1,37160,0
*,*,*,470,France,Female,"[25,35[","[0,12[",127974,2,1,1,183259,0
*,*,*,656,France,Male,"[45,55[","[0,12[",143267,2,0,0,193099,0
*,*,*,790,Spain,Male,"[25,35[","[0,12[",0,1,1,0,91044,0
*,*,*,590,France,Male,"[25,35[","[0,12[",0,2,1,0,138889,0
*,*,*,524,France,Male,"[25,35[","[0,12[",93577,1,1,1,51671,0
*,*,*,592,France,Female,"[25,35[","[0,12[",84102,2,0,1,116385,0
*,*,*,521,France,Female,"[55,93[","[0,12[",0,2,1,1,49054,0
*,*,*,682,France,Male,"[35,45[","[0,12[",115282,1,0,0,23766,0
*,*,*,728,France,Male,"[25,35[","[0,12[",114835,1,0,1,37662,0
*,*,*,699,Spain,Male,"[45,55[","[0,12[",0,2,0,1,30117,0
*,*,*,491,Germany,Male,"[55,93[","[0,12[",148746,2,1,1,17818,0
*,*,*,577,France,Male,"[35,45[","[0,12[",121092,2,0,1,143783,0
*,*,*,655,France,Female,"[45,55[","[0,12[",57327,1,0,1,47349,0
*,*,*,679,France,Male,"[55,93[","[0,12[",0,2,1,1,77332,0
*,*,*,610,France,Female,"[55,93[","[0,12[",72093,4,0,1,113229,1
*,*,*,754,France,Male,"[35,45[","[0,12[",0,2,1,0,180698,0
*,*,*,535,France,Female,"[45,55[","[0,12[",0,2,0,1,170622,0
*,*,*,641,France,Male,"[35,45[","[0,12[",0,2,1,0,75248,0
*,*,*,634,Germany,Female,"[35,45[","[0,12[",143259,2,1,0,192722,0
*,*,*,765,Germany,Female,"[25,35[","[0,12[",136730,2,0,0,47058,0
*,*,*,820,Spain,Male,"[25,35[","[0,12[",97208,1,1,1,59553,0
*,*,*,628,Germany,Male,"[25,35[","[0,12[",152144,1,1,1,32174,0
*,*,*,732,Spain,Female,"[25,35[","[0,12[",111380,1,1,1,45099,0
*,*,*,622,France,Male,"[25,35[","[0,12[",179305,1,1,1,149044,0
*,*,*,579,Spain,Male,"[35,45[","[0,12[",0,2,1,1,32247,0
*,*,*,645,Spain,Female,"[55,93[","[0,12[",133677,1,0,1,17095,0
*,*,*,657,Spain,Female,"[18,25[","[0,12[",0,3,0,1,168412,1
*,*,*,778,France,Female,"[55,93[","[0,12[",0,1,1,1,77867,0
*,*,*,735,France,Male,"[55,93[","[0,12[",0,1,1,1,114283,0
*,*,*,617,Spain,Female,"[35,45[","[0,12[",101708,1,1,0,123866,0
*,*,*,621,Spain,Male,"[25,35[","[0,12[",0,1,0,0,47973,0
*,*,*,570,France,Male,"[35,45[","[0,12[",0,1,1,1,187758,0
*,*,*,645,France,Female,"[45,55[","[0,12[",85326,1,0,0,22559,0
*,*,*,780,*,*,*,*,94109,2,1,*,177235,0
*,*,*,611,Germany,Female,"[35,45[","[0,12[",114207,1,1,0,164062,0
*,*,*,650,Spain,Male,"[35,45[","[0,12[",194533,1,1,0,171045,1
*,*,*,513,France,Male,"[25,35[","[0,12[",0,2,0,1,25515,0
*,*,*,583,Spain,Male,"[45,55[","[0,12[",102562,1,1,0,92708,0
*,*,*,615,France,Male,"[55,93[","[0,12[",0,2,1,1,74581,0
*,*,*,660,France,Male,"[18,25[","[0,12[",127650,1,1,1,40369,0
*,*,*,703,France,Male,"[55,93[","[0,12[",0,1,0,0,85547,1
*,*,*,828,Germany,Female,"[25,35[","[0,12[",144352,1,1,0,116613,0
*,*,*,631,France,Male,"[25,35[","[0,12[",0,2,0,1,196343,0
*,*,*,773,Germany,Male,"[45,55[","[0,12[",116198,2,1,1,86701,0
*,*,*,787,France,Male,"[45,55[","[0,12[",117685,2,1,1,93360,0
*,*,*,554,France,Female,"[35,45[","[0,12[",0,2,1,0,149629,1
*,*,*,554,Spain,Female,"[25,35[","[0,12[",0,1,0,1,106981,0
*,*,*,812,France,Male,"[18,25[","[0,12[",0,2,1,1,156906,0
*,*,*,616,France,Male,"[35,45[","[0,12[",0,2,0,0,93718,0
*,*,*,833,Spain,Male,"[25,35[","[0,12[",0,1,1,1,44323,1
*,*,*,739,France,Male,"[25,35[","[0,12[",0,2,1,1,164485,0
*,*,*,850,France,Male,"[18,25[","[0,12[",0,2,1,0,31289,0
*,*,*,556,France,Male,"[35,45[","[0,12[",154872,2,1,1,32045,0
*,*,*,790,Spain,Male,"[35,45[","[0,12[",0,2,1,1,119484,0
*,*,*,730,Spain,Male,"[25,35[","[0,12[",0,2,1,0,14174,0
*,*,*,695,France,Female,"[25,35[","[0,12[",0,2,1,0,111565,0
*,*,*,640,Germany,Female,"[25,35[","[0,12[",32198,1,0,1,141446,0
*,*,*,449,France,Male,"[45,55[","[0,12[",0,2,0,1,123622,0
*,*,*,574,*,*,*,*,129835,1,1,*,193131,0
*,*,*,612,Spain,Male,"[35,45[","[0,12[",170288,1,1,1,59601,0
*,*,*,697,France,Male,"[25,35[","[0,12[",141224,2,1,0,90591,0
*,*,*,672,France,Female,"[45,55[","[0,12[",0,1,1,1,92028,1
*,*,*,498,Germany,Male,"[35,45[","[0,12[",121968,2,0,1,188343,0
*,*,*,669,France,Male,"[35,45[","[0,12[",0,1,1,0,132540,0
*,*,*,688,Spain,Male,"[35,45[","[0,12[",0,2,0,0,197602,0
